Type                                  Module                      Label             Process   
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsBMTF"    "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsEMTFNeg"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsEMTFPos"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsOMTFNeg"   "Demo"    
BXVector<l1t::Muon>                   "gmtStage2Digis"            "imdMuonsOMTFPos"   "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "BMTF"            "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "EMTF"            "Demo"    
BXVector<l1t::RegionalMuonCand>       "gmtStage2Digis"            "OMTF"            "Demo"    
BXVector<l1t::Tau>                    "caloStage2Digis"           "MP"              "Demo"    
BXVector<l1t::Tau>                    "caloStage2Digis"           "Tau"             "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau"             "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau2"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau3"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau4"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau5"            "Demo"    
BXVector<l1t::Tau>                    "gtStage2Digis"             "Tau6"            "Demo"    
CSCTriggerContainer<csctf::TrackStub>    "csctfDigis"                "DT"              "Demo"    
CTPPSRecord                           "onlineMetaDataDigis"       ""                "Demo"    
ClusterSummary                        "clusterSummaryProducer"    ""                "Demo"    
DCSRecord                             "onlineMetaDataDigis"       ""                "Demo"    
EBDigiCollection                      "selectDigi"                "selectedEcalEBDigiCollection"   "Demo"    
EEDigiCollection                      "selectDigi"                "selectedEcalEEDigiCollection"   "Demo"    
EcalTrigPrimCompactColl               "ecalCompactTrigPrim"       ""                "Demo"    
HcalDataFrameContainer<QIE10DataFrame>    "hcalDigis"                 "ZDC"             "Demo"    
HcalUnpackerReport                    "hcalDigis"                 ""                "Demo"    
L1GlobalTriggerReadoutRecord          "gtDigis"                   ""                "Demo"    
L1MuDTChambPhContainer                "dttfDigis"                 ""                "Demo"    
L1MuDTChambThContainer                "dttfDigis"                 ""                "Demo"    
L1MuDTTrackContainer                  "dttfDigis"                 "DATA"            "Demo"    
L1MuGMTReadoutCollection              "gtDigis"                   ""                "Demo"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "csctfDigis"                ""                "Demo"    
MuonDigiCollection<GEMDetId,GEMDigi>    "muonGEMDigis"              ""                "Demo"    
OnlineLuminosityRecord                "onlineMetaDataDigis"       ""                "Demo"    
TCDSRecord                            "tcdsDigis"                 "tcdsRecord"      "Demo"    
TotemTriggerCounters                  "totemTriggerRawToDigi"     ""                "Demo"    
double                                "fixedGridRhoAll"           ""                "Demo"    
double                                "fixedGridRhoFastjetAll"    ""                "Demo"    
double                                "fixedGridRhoFastjetAllCalo"   ""                "Demo"    
double                                "fixedGridRhoFastjetAllTmp"   ""                "Demo"    
double                                "fixedGridRhoFastjetCentral"   ""                "Demo"    
double                                "fixedGridRhoFastjetCentralCalo"   ""                "Demo"    
double                                "fixedGridRhoFastjetCentralChargedPileUp"   ""                "Demo"    
double                                "fixedGridRhoFastjetCentralNeutral"   ""                "Demo"    
double                                "ak4CaloJets"               "rho"             "Demo"    
double                                "ak4PFJets"                 "rho"             "Demo"    
double                                "ak4PFJetsCHS"              "rho"             "Demo"    
double                                "ak4PFJetsPuppi"            "rho"             "Demo"    
double                                "ak4TrackJets"              "rho"             "Demo"    
double                                "ak8PFJetsPuppi"            "rho"             "Demo"    
double                                "ak8PFJetsPuppiSoftDrop"    "rho"             "Demo"    
double                                "ak4CaloJets"               "sigma"           "Demo"    
double                                "ak4PFJets"                 "sigma"           "Demo"    
double                                "ak4PFJetsCHS"              "sigma"           "Demo"    
double                                "ak4PFJetsPuppi"            "sigma"           "Demo"    
double                                "ak4TrackJets"              "sigma"           "Demo"    
double                                "ak8PFJetsPuppi"            "sigma"           "Demo"    
double                                "ak8PFJetsPuppiSoftDrop"    "sigma"           "Demo"    
edm::Association<vector<reco::DeDxHitInfo> >    "dedxHitInfo"               ""                "Demo"    
edm::Association<vector<reco::Track> >    "lowPtGsfToTrackLinks"      ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices"    ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4D"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DWithBS"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DnoPID"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVertices4DnoPIDWithBS"   ""                "Demo"    
edm::Association<vector<reco::Vertex> >    "offlinePrimaryVerticesWithBS"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<Trajectory>,vector<reco::GsfTrack>,unsigned short> >    "electronGsfTracksFromTICL"   ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::SuperCluster>,vector<reco::HFEMClusterShape>,unsigned int> >    "hfEMClusters"              ""                "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "tevMuons"                  "default"         "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "tevMuons"                  "dyt"             "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "tevMuons"                  "firstHit"        "Demo"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "tevMuons"                  "picky"           "Demo"    
edm::AssociationVector<edm::RefProd<vector<reco::PFTau> >,vector<edm::Ref<vector<reco::PFTauTransverseImpactParameter>,reco::PFTauTransverseImpactParameter,edm::refhelper::FindUsingAdvance<vector<reco::PFTauTransverseImpactParameter>,reco::PFTauTransverseImpactParameter> > >,edm::Ref<vector<reco::PFTau>,reco::PFTau,edm::refhelper::FindUsingAdvance<vector<reco::PFTau>,reco::PFTau> >,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "hpsPFTauTransverseImpactParameters"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorAtCaloFace"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorAtVertex"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorAtVertexPF"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<edm::RefVector<vector<reco::Track>,reco::Track,edm::refhelper::FindUsingAdvance<vector<reco::Track>,reco::Track> > >,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetTracksAssociatorExplicit"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfChargeBJetTags"          ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedCvsBJetTags"     ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedCvsLJetTags"     ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedInclusiveSecondaryVertexV2BJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedMVAV2BJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfCombinedSecondaryVertexV2BJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfGhostTrackBJetTags"      ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfJetBProbabilityBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfJetProbabilityBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfSimpleInclusiveSecondaryVertexHighEffBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfSimpleSecondaryVertexHighEffBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfTrackCountingHighEffBJetTags"   ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "softPFElectronBJetTags"    ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "softPFMuonBJetTags"        ""                "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probb"           "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probb"           "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probbb"          "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probbb"          "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probc"           "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probc"           "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probcc"          "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCMVAJetTags"         "probudsg"        "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<float>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "pfDeepCSVJetTags"          "probudsg"        "Demo"    
edm::AssociationVector<edm::RefToBaseProd<reco::Jet>,vector<reco::JetExtendedAssociation::JetExtendedData>,edm::RefToBase<reco::Jet>,unsigned int,edm::helper::AssociationIdenticalKeyReference>    "ak4JetExtender"            ""                "Demo"    
edm::DetSetVector<CTPPSDiamondDigi>    "ctppsDiamondRawToDigi"     "TimingDiamond"   "Demo"    
edm::DetSetVector<CTPPSDiamondLocalTrack>    "ctppsDiamondLocalTracks"   ""                "Demo"    
edm::DetSetVector<CTPPSDiamondRecHit>    "ctppsDiamondRecHits"       ""                "Demo"    
edm::DetSetVector<CTPPSPixelCluster>    "ctppsPixelClusters"        ""                "Demo"    
edm::DetSetVector<CTPPSPixelDataError>    "ctppsPixelDigis"           ""                "Demo"    
edm::DetSetVector<CTPPSPixelDigi>     "ctppsPixelDigis"           ""                "Demo"    
edm::DetSetVector<CTPPSPixelLocalTrack>    "ctppsPixelLocalTracks"     ""                "Demo"    
edm::DetSetVector<CTPPSPixelRecHit>    "ctppsPixelRecHits"         ""                "Demo"    
edm::DetSetVector<TotemRPCluster>     "totemRPClusterProducer"    ""                "Demo"    
edm::DetSetVector<TotemRPDigi>        "totemRPRawToDigi"          "TrackingStrip"   "Demo"    
edm::DetSetVector<TotemRPLocalTrack>    "totemRPLocalTrackFitter"   ""                "Demo"    
edm::DetSetVector<TotemRPRecHit>      "totemRPRecHitProducer"     ""                "Demo"    
edm::DetSetVector<TotemRPUVPattern>    "totemRPUVPatternFinder"    ""                "Demo"    
edm::DetSetVector<TotemTimingDigi>    "totemTimingRawToDigi"      "TotemTiming"     "Demo"    
edm::DetSetVector<TotemTimingLocalTrack>    "totemTimingLocalTracks"    ""                "Demo"    
edm::DetSetVector<TotemTimingRecHit>    "totemTimingRecHits"        ""                "Demo"    
edm::DetSetVector<TotemVFATStatus>    "ctppsDiamondRawToDigi"     "TimingDiamond"   "Demo"    
edm::DetSetVector<TotemVFATStatus>    "totemRPRawToDigi"          "TrackingStrip"   "Demo"    
edm::EDCollection<DetId>              "siStripDigis"              ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "ckfInOutTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "ckfOutInTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "conversionStepTracks"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicMuons"               ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "cosmicMuons1Leg"           ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "displacedGlobalMuons"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "displacedStandAloneMuons"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracks"         ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracksFromMultiCl"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "electronGsfTracksFromTICL"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "generalTracks"             ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "globalMuons"               ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "refittedStandAloneMuons"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "standAloneMuons"           ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "trackExtenderWithMTD"      ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "default"         "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "dyt"             "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "firstHit"        "Demo"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "tevMuons"                  "picky"           "Demo"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCRecHit2D,edm::ClonePolicy<CSCRecHit2D> >,edm::ClonePolicy<CSCRecHit2D> >    "csc2DRecHits"              ""                "Demo"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCSegment,edm::ClonePolicy<CSCSegment> >,edm::ClonePolicy<CSCSegment> >    "cscSegments"               ""                "Demo"    
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DCosmicSegments"        ""                "Demo"    
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DSegments"              ""                "Demo"    
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DCosmicRecHits"         ""                "Demo"    
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DRecHits"               ""                "Demo"    
edm::RangeMap<GEMDetId,edm::OwnVector<GEMRecHit,edm::ClonePolicy<GEMRecHit> >,edm::ClonePolicy<GEMRecHit> >    "gemRecHits"                ""                "Demo"    
edm::RangeMap<GEMDetId,edm::OwnVector<GEMSegment,edm::ClonePolicy<GEMSegment> >,edm::ClonePolicy<GEMSegment> >    "gemSegments"               ""                "Demo"    
edm::RangeMap<ME0DetId,edm::OwnVector<ME0RecHit,edm::ClonePolicy<ME0RecHit> >,edm::ClonePolicy<ME0RecHit> >    "me0RecHits"                ""                "Demo"    
edm::RangeMap<ME0DetId,edm::OwnVector<ME0Segment,edm::ClonePolicy<ME0Segment> >,edm::ClonePolicy<ME0Segment> >    "me0Segments"               ""                "Demo"    
edm::RangeMap<RPCDetId,edm::OwnVector<RPCRecHit,edm::ClonePolicy<RPCRecHit> >,edm::ClonePolicy<RPCRecHit> >    "rpcRecHits"                ""                "Demo"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMaker"                ""                "Demo"    
edm::SortedCollection<EBSrFlag,edm::StrictWeakOrdering<EBSrFlag> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<EESrFlag,edm::StrictWeakOrdering<EESrFlag> >    "ecalDigis"                 ""                "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEB"      ""                "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEE"      ""                "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalDetailedTimeRecHit"    "EcalRecHitsEB"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEB"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalDetailedTimeRecHit"    "EcalRecHitsEE"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEE"   "Demo"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalPreshowerRecHit"       "EcalRecHitsES"   "Demo"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalTPSkim"                ""                "Demo"    
edm::SortedCollection<FTLRecHit,edm::StrictWeakOrdering<FTLRecHit> >    "mtdRecHits"                "FTLBarrel"       "Demo"    
edm::SortedCollection<FTLRecHit,edm::StrictWeakOrdering<FTLRecHit> >    "mtdRecHits"                "FTLEndcap"       "Demo"    
edm::SortedCollection<FTLUncalibratedRecHit,edm::StrictWeakOrdering<FTLUncalibratedRecHit> >    "mtdUncalibratedRecHits"    "FTLBarrel"       "Demo"    
edm::SortedCollection<FTLUncalibratedRecHit,edm::StrictWeakOrdering<FTLUncalibratedRecHit> >    "mtdUncalibratedRecHits"    "FTLEndcap"       "Demo"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hbhereco"                  ""                "Demo"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "reducedHcalRecHits"        "hbhereco"        "Demo"    
edm::SortedCollection<HFPreRecHit,edm::StrictWeakOrdering<HFPreRecHit> >    "hfprereco"                 ""                "Demo"    
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hfreco"                    ""                "Demo"    
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "reducedHcalRecHits"        "hfreco"          "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCEERecHits"    "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHEBRecHits"   "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHEFRecHits"   "Demo"    
edm::SortedCollection<HGCRecHit,edm::StrictWeakOrdering<HGCRecHit> >    "HGCalRecHit"               "HGCHFNoseRecHits"   "Demo"    
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "horeco"                    ""                "Demo"    
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "reducedHcalRecHits"        "horeco"          "Demo"    
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "hcalDigis"                 ""                "Demo"    
edm::SortedCollection<ZDCRecHit,edm::StrictWeakOrdering<ZDCRecHit> >    "zdcreco"                   ""                "Demo"    
edm::TriggerResults                   "TriggerResults"            ""                "Demo"    
edm::ValueMap<bool>                   "chargedHadronPFTrackIsolation"   ""                "Demo"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLoose"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLoose"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLooseEM"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDLooseEM"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDTight"   "Demo"    
edm::ValueMap<bool>                   "PhotonIDProdGED"           "PhotonCutBasedIDTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidAllArbitrated"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidGMStaChiCompatibility"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidGMTkChiCompatibility"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidGMTkKinkTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidGlobalMuonPromptTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidRPCMuLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationLoose"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationTight"   "Demo"    
edm::ValueMap<bool>                   "muons"                     "muidTrackerMuonArbitrated"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma03"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma04"   "Demo"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold03"   "Demo"    
